id	targets	type
Hist1h2bg		target
Hist1h2bh		target
Hist1h2bk		target
Hist1h2bm		target
Hist1h2bn		target
Hist1h2bp		target
Hist1h3i		target
Hist2h2aa2		target
Hist2h2bb		target
Hist2h2be		target
Hist2h3c2		target
Hist3h2ba		target
Hist3h2bb		target
Hmga1		target
Hmgn1		target
Hnrnpa0		target
Hsf1		target
Hspb1		target
Hsph1		target
Igf1r		target
Ikbke		target
Il1r1		target
Il6st		target
Incenp		target
Irf4		target
Irs1		target
Irs2		target
Itch		target
Itpr1		target
Itpr2		target
Jak2		target
Jdp2		target
Kcnd2		target
Kcnj11		target
Kdr		target
Khdrbs1		target
Kit		target
Krt18		target
Krt20		target
Krt8		target
Ksr1		target
Lasp1		target
Lck		target
Lepr		target
Lilrb3		target
Lmna		target
Lpxn		target
Lsp1		target
Lyn		target
Map2k1		target
Map3k1		target
Map3k11		target
Map3k3		target
Map3k7		target
Mapk1		target
Mapk10		target
Mapk3		target
Mapk4		target
Mapk8		target
Mapk8ip3		target
Mapk9		target
Mapkapk2		target
Mapkapk3		target
Mapt		target
Marcks		target
Marcksl1		target
Mark2		target
Mcm3		target
Mcm3ap		target
Mcm4		target
Mdm2		target
Mecp2		target
Mef2a		target
Mef2c		target
Mef2d		target
Met		target
Mob1b		target
Msn		target
Mtor		target
Musk		target
Mybl2		target
Myc		target
Myl12b		target
Myl9		target
Myo6		target
Myocd		target
Myod1		target
Myog		target
Naca		target
Naxe		target
Ndel1		target
Ndrg1		target
Ndrg2		target
Nectin2		target
Nedd4		target
Nedd4l		target
Neurod1		target
Nfatc4		target
Nfe2		target
Nfe2l2		target
Nfkbia		target
Nr2c1		target
Nr2c2		target
Nr5a1		target
Nsf		target
Ntrk2		target
Nup210		target
Ocln		target
Oprk1		target
Pag1		target
Pak4		target
Palld		target
Papola		target
Pax6		target
Pcna		target
Pde3b		target
Pde6g		target
Pdgfrb		target
Pdha1		target
Pdpk1		target
Pdx1		target
Pea15		target
Pecam1		target
Pfkfb2		target
Pgr		target
Pik3cg		target
Pik3r1		target
Pitpna		target
Pitpnb		target
Pla2g4a		target
Plcg1		target
Plcl1		target
Pld2		target
Pln		target
Pml		target
Polr2a		target
Ppm1a		target
Ppp1r12c		target
Ppp1r14a		target
Ppp1r17		target
Ppp1r9b		target
Prkaa1		target
Prkaa2		target
Prkab1		target
Prkaca		target
Prkca		target
Prkcb		target
Prkcd		target
Prkce		target
Prkcg		target
Prkd1		target
Prkd2		target
Prkg2		target
Ptk2		target
Ptk2b		target
Ptpn11		target
Ptpra		target
Ptprc		target
Rad17		target
Raf1		target
Rara		target
Rasgrf1		target
Rb1		target
Rdx		target
Rela		target
Ret		target
Rheb		target
Rho		target
Rin1		target
Rps6ka3		target
Rps6kb1		target
Rptor		target
Rrm2		target
Runx1		target
Rxra		target
Sh3bp2		target
Shc1		target
Siah2		target
Sik1		target
Sirt1		target
Skap2		target
Slc12a2		target
Slc12a5		target
Smad3		target
Smad4		target
Smtnl1		target
Snap25		target
Snapin		target
Sorbs1		target
Sorbs3		target
Spi1		target
Sptbn1		target
Srebf1		target
Stat1		target
Stat3		target
Stat4		target
Stat5a		target
Stip1		target
Stk11		target
Stk25		target
Stk39		target
Stk4		target
Stmn1		target
Stxbp4		target
Suds3		target
Syk		target
Syt2		target
Tal1		target
Tbc1d1		target
Tbc1d4		target
Tead1		target
Tec		target
Tek		target
Tex14		target
Th		target
Thra		target
Tiam1		target
Tie1		target
Tmpo		target
Tnfrsf1a		target
Tnni3		target
Tnnt2		target
Tp53		target
Tpm1		target
Tpm2		target
Trip6		target
Trpm7		target
Trpv4		target
Tssk3		target
Ttc5		target
Tuba1a		target
Tubg1		target
Tubg2		target
Txk		target
Ubtf		target
Vasp		target
Vav1		target
Vim		target
Wasl		target
Wee2		target
Yes1		target
Zfp36		target
