source	target
autocatalysis_Homo sapiens	MELK
autocatalysis_Homo sapiens	PRKD1
autocatalysis_Homo sapiens	STK38
autocatalysis_Homo sapiens	ERBB4
autocatalysis_Homo sapiens	RPS6KA1
autocatalysis_Homo sapiens	STK11
autocatalysis_Homo sapiens	MAPK14
autocatalysis_Homo sapiens	CAMK4
autocatalysis_Homo sapiens	MAP3K11
autocatalysis_Homo sapiens	CDC42BPA
autocatalysis_Homo sapiens	ULK3
autocatalysis_Homo sapiens	NIM1K
autocatalysis_Homo sapiens	AURKB
autocatalysis_Homo sapiens	PASK
autocatalysis_Homo sapiens	MAP3K5
autocatalysis_Homo sapiens	TRPM6
autocatalysis_Homo sapiens	PRKD2
autocatalysis_Homo sapiens	MAP3K20
autocatalysis_Homo sapiens	STK26
autocatalysis_Homo sapiens	NLK
autocatalysis_Homo sapiens	TBK1
autocatalysis_Homo sapiens	DAPK2
autocatalysis_Homo sapiens	ALK
autocatalysis_Homo sapiens	STK38L
autocatalysis_Homo sapiens	DYRK1B
autocatalysis_Homo sapiens	RIPK3
autocatalysis_Homo sapiens	STK24
SRC_Homo sapiens	ANXA2P2
SRC_Homo sapiens	TERT
SRC_Homo sapiens	PLSCR1
SRC_Homo sapiens	NPHP1
SRC_Homo sapiens	TP73
SRC_Homo sapiens	INPPL1
SRC_Homo sapiens	RGS16
SRC_Homo sapiens	PDPK1
SRC_Homo sapiens	SPRY2
SRC_Homo sapiens	DOK2
SRC_Homo sapiens	CTNND1
SRC_Homo sapiens	ROCK2
SRC_Homo sapiens	DAB1
SRC_Homo sapiens	MPZL1
SRC_Homo sapiens	ABL1
SRC_Homo sapiens	EGFR
SRC_Homo sapiens	GAST
SRC_Homo sapiens	HLA-B
SRC_Homo sapiens	HLA-A
SRC_Homo sapiens	ESR1
SRC_Homo sapiens	RAF1
SRC_Homo sapiens	ANXA1
SRC_Homo sapiens	ITGB3
SRC_Homo sapiens	GSN
SRC_Homo sapiens	ENO1
SRC_Homo sapiens	ANXA2
SRC_Homo sapiens	IGF1R
SRC_Homo sapiens	VIL1
SRC_Homo sapiens	FGR
SRC_Homo sapiens	RRAS
SRC_Homo sapiens	ARAF
SRC_Homo sapiens	KIT
SRC_Homo sapiens	GNAT1
SRC_Homo sapiens	SRC
SRC_Homo sapiens	CEACAM1
SRC_Homo sapiens	JUP
SRC_Homo sapiens	EZR
SRC_Homo sapiens	MUC1
SRC_Homo sapiens	PLCG2
SRC_Homo sapiens	GJA1
SRC_Homo sapiens	VCL
SRC_Homo sapiens	PTPRA
SRC_Homo sapiens	CDH2
SRC_Homo sapiens	PLCG1
SRC_Homo sapiens	CD33
SRC_Homo sapiens	KCNA3
SRC_Homo sapiens	CBL
SRC_Homo sapiens	NFKBIA
SRC_Homo sapiens	PIK3R1
SRC_Homo sapiens	PTPN6
SRC_Homo sapiens	SHC1
SRC_Homo sapiens	BDKRB2
SRC_Homo sapiens	AKT1
SRC_Homo sapiens	CDH5
SRC_Homo sapiens	CTNNB1
SRC_Homo sapiens	FLT4
SRC_Homo sapiens	CHRNA7
SRC_Homo sapiens	STAT3
SRC_Homo sapiens	PRKCI
SRC_Homo sapiens	STAT1
SRC_Homo sapiens	STAT5A
SRC_Homo sapiens	TXK
SRC_Homo sapiens	CDKN1B
SRC_Homo sapiens	PXN
SRC_Homo sapiens	ARRB1
SRC_Homo sapiens	FHIT
SRC_Homo sapiens	CAV2
SRC_Homo sapiens	STAT5B
SRC_Homo sapiens	BMX
SRC_Homo sapiens	BCAR1
SRC_Homo sapiens	CDC42
SRC_Homo sapiens	HNRNPK
SRC_Homo sapiens	GRB2
SRC_Homo sapiens	AP2B1
SRC_Homo sapiens	RACK1
SRC_Homo sapiens	GTF2I
SRC_Homo sapiens	CLTC
SRC_Homo sapiens	CAV1
SRC_Homo sapiens	DNM1
SRC_Homo sapiens	PTK2
SRC_Homo sapiens	TNK2
SRC_Homo sapiens	LRP1
SRC_Homo sapiens	PAK2
SRC_Homo sapiens	GRIN2B
SRC_Homo sapiens	GRB10
SRC_Homo sapiens	ADAM15
SRC_Homo sapiens	SPTAN1
SRC_Homo sapiens	RAPGEF1
SRC_Homo sapiens	DAG1
SRC_Homo sapiens	CTTN
SRC_Homo sapiens	PTK2B
SRC_Homo sapiens	KCNB1
SRC_Homo sapiens	PRKD1
SRC_Homo sapiens	TRIP6
SRC_Homo sapiens	MYLK
SRC_Homo sapiens	DDR2
SRC_Homo sapiens	FUNDC1
SRC_Homo sapiens	AFAP1
SRC_Homo sapiens	PDCD6IP
SRC_Homo sapiens	WASF1
SRC_Homo sapiens	SH3GL1
SRC_Homo sapiens	CDCP1
SRC_Homo sapiens	ARHGAP35
SRC_Homo sapiens	NDFIP2
SRC_Homo sapiens	WWOX
SRC_Homo sapiens	STAP2
SRC_Homo sapiens	DAPP1
PKC_group_Homo sapiens	PLSCR1
PKC_group_Homo sapiens	KCNJ13
PKC_group_Homo sapiens	ADAP1
PKC_group_Homo sapiens	PRKD3
PKC_group_Homo sapiens	RASGRP1
PKC_group_Homo sapiens	HAND1
PKC_group_Homo sapiens	EGFR
PKC_group_Homo sapiens	IL2RA
PKC_group_Homo sapiens	LMNA
PKC_group_Homo sapiens	FGA
PKC_group_Homo sapiens	TFRC
PKC_group_Homo sapiens	RAF1
PKC_group_Homo sapiens	ANXA1
PKC_group_Homo sapiens	ITGB2
PKC_group_Homo sapiens	HMGN1
PKC_group_Homo sapiens	KRT18
PKC_group_Homo sapiens	KRT8
PKC_group_Homo sapiens	INSR
PKC_group_Homo sapiens	EIF4E
PKC_group_Homo sapiens	NPM1
PKC_group_Homo sapiens	ASGR2
PKC_group_Homo sapiens	ANXA2
PKC_group_Homo sapiens	GJB1
PKC_group_Homo sapiens	ABCB1
PKC_group_Homo sapiens	PLEK
PKC_group_Homo sapiens	PTPRC
PKC_group_Homo sapiens	MET
PKC_group_Homo sapiens	VIM
PKC_group_Homo sapiens	ADRA2A
PKC_group_Homo sapiens	CNP
PKC_group_Homo sapiens	CD3G
PKC_group_Homo sapiens	TOP2A
PKC_group_Homo sapiens	CFTR
PKC_group_Homo sapiens	F3
PKC_group_Homo sapiens	GFAP
PKC_group_Homo sapiens	MYOD1
PKC_group_Homo sapiens	ATF2
PKC_group_Homo sapiens	CD44
PKC_group_Homo sapiens	DDX5
PKC_group_Homo sapiens	PTPN1
PKC_group_Homo sapiens	GABRB1
PKC_group_Homo sapiens	GABRG2
PKC_group_Homo sapiens	PAM
PKC_group_Homo sapiens	GNAZ
PKC_group_Homo sapiens	LMNB1
PKC_group_Homo sapiens	ITPKA
PKC_group_Homo sapiens	CANX
PKC_group_Homo sapiens	MARCKS
PKC_group_Homo sapiens	AQP1
PKC_group_Homo sapiens	BDKRB2
PKC_group_Homo sapiens	HLA-A
PKC_group_Homo sapiens	GNA15
PKC_group_Homo sapiens	SDC2
PKC_group_Homo sapiens	PTGER4
PKC_group_Homo sapiens	MYH9
PKC_group_Homo sapiens	ADD1
PKC_group_Homo sapiens	ADD2
PKC_group_Homo sapiens	CDKN1A
PKC_group_Homo sapiens	OPRD1
PKC_group_Homo sapiens	CASR
PKC_group_Homo sapiens	GABRB2
PKC_group_Homo sapiens	GRIA4
PKC_group_Homo sapiens	PSEN1
PKC_group_Homo sapiens	RGS19
PKC_group_Homo sapiens	GSK3A
PKC_group_Homo sapiens	XK
PKC_group_Homo sapiens	EIF6
PKC_group_Homo sapiens	CXCR4
PKC_group_Homo sapiens	EEF1A1
PKC_group_Homo sapiens	HIST1H3J
PKC_group_Homo sapiens	H3F3B
PKC_group_Homo sapiens	DAB2
PKC_group_Homo sapiens	EWSR1
PKC_group_Homo sapiens	TAGLN
PKC_group_Homo sapiens	PTPN12
PKC_group_Homo sapiens	GRIN1
PKC_group_Homo sapiens	APLP2
PKC_group_Homo sapiens	TRAF2
PKC_group_Homo sapiens	GRM1
PKC_group_Homo sapiens	KLF5
PKC_group_Homo sapiens	HES1
PKC_group_Homo sapiens	NR1I3
PKC_group_Homo sapiens	NCF4
PKC_group_Homo sapiens	PEA15
PKC_group_Homo sapiens	PRKD1
PKC_group_Homo sapiens	CYTH1
PKC_group_Homo sapiens	VPS72
PKC_group_Homo sapiens	NFE2L2
PKC_group_Homo sapiens	OCLN
PKC_group_Homo sapiens	FSCN1
PKC_group_Homo sapiens	MEP1B
PKC_group_Homo sapiens	HIST2H3D
PKC_group_Homo sapiens	NRGN
PKC_group_Homo sapiens	CREBBP
PKC_group_Homo sapiens	CYTH2
PKC_group_Homo sapiens	CORO1B
PKC_group_Homo sapiens	PRKD2
PKC_group_Homo sapiens	TRPV4
PKC_group_Homo sapiens	PLCB1
PKC_group_Homo sapiens	ADD3
PKC_group_Homo sapiens	HSPB8
PKC_group_Homo sapiens	HDAC5
CK2_group_Homo sapiens	KIF1C
CK2_group_Homo sapiens	VAMP4
CK2_group_Homo sapiens	C1R
CK2_group_Homo sapiens	TNF
CK2_group_Homo sapiens	VTN
CK2_group_Homo sapiens	MYCN
CK2_group_Homo sapiens	JUN
CK2_group_Homo sapiens	SSB
CK2_group_Homo sapiens	CD5
CK2_group_Homo sapiens	PGR
CK2_group_Homo sapiens	PTMA
CK2_group_Homo sapiens	CDK1
CK2_group_Homo sapiens	GPI
CK2_group_Homo sapiens	HSP90AA1
CK2_group_Homo sapiens	HNRNPC
CK2_group_Homo sapiens	SP1
CK2_group_Homo sapiens	HSP90AB1
CK2_group_Homo sapiens	PTPRC
CK2_group_Homo sapiens	HOXB7
CK2_group_Homo sapiens	MYB
CK2_group_Homo sapiens	TOP2A
CK2_group_Homo sapiens	VDR
CK2_group_Homo sapiens	MS4A1
CK2_group_Homo sapiens	F5
CK2_group_Homo sapiens	CDH1
CK2_group_Homo sapiens	MYF5
CK2_group_Homo sapiens	NCF1
CK2_group_Homo sapiens	HMGA1
CK2_group_Homo sapiens	IGFBP3
CK2_group_Homo sapiens	EGR1
CK2_group_Homo sapiens	ATF1
CK2_group_Homo sapiens	LIG1
CK2_group_Homo sapiens	SAT1
CK2_group_Homo sapiens	UBA1
CK2_group_Homo sapiens	PSMA3
CK2_group_Homo sapiens	NFKBIA
CK2_group_Homo sapiens	APEX1
CK2_group_Homo sapiens	CANX
CK2_group_Homo sapiens	CDC25B
CK2_group_Homo sapiens	L1CAM
CK2_group_Homo sapiens	ARRB2
CK2_group_Homo sapiens	CTNNB1
CK2_group_Homo sapiens	IRS1
CK2_group_Homo sapiens	DDIT3
CK2_group_Homo sapiens	ANP32A
CK2_group_Homo sapiens	PPP1R2
CK2_group_Homo sapiens	CDC34
CK2_group_Homo sapiens	RGS19
CK2_group_Homo sapiens	PSEN2
CK2_group_Homo sapiens	XK
CK2_group_Homo sapiens	CCNH
CK2_group_Homo sapiens	GTF2A1
CK2_group_Homo sapiens	SUB1
CK2_group_Homo sapiens	RRAD
CK2_group_Homo sapiens	AQP4
CK2_group_Homo sapiens	BID
CK2_group_Homo sapiens	MAZ
CK2_group_Homo sapiens	PTEN
CK2_group_Homo sapiens	POLR2F
CK2_group_Homo sapiens	MAX
CK2_group_Homo sapiens	CSNK2B
CK2_group_Homo sapiens	HSF1
CK2_group_Homo sapiens	SPIB
CK2_group_Homo sapiens	CAV1
CK2_group_Homo sapiens	RELA
CK2_group_Homo sapiens	SLC18A2
CK2_group_Homo sapiens	MEF2C
CK2_group_Homo sapiens	PPP1R8
CK2_group_Homo sapiens	ACACA
CK2_group_Homo sapiens	KLF1
CK2_group_Homo sapiens	HDAC1
CK2_group_Homo sapiens	VPS72
CK2_group_Homo sapiens	CDC37
CK2_group_Homo sapiens	STX1A
CK2_group_Homo sapiens	OCLN
CK2_group_Homo sapiens	IFI16
CK2_group_Homo sapiens	PACS1
CK2_group_Homo sapiens	HDAC2
CK2_group_Homo sapiens	TCF7L2
CK2_group_Homo sapiens	RNF7
CK2_group_Homo sapiens	GTF2A1L
CK2_group_Homo sapiens	FAF1
CK2_group_Homo sapiens	PIN4
CK2_group_Homo sapiens	CTDP1
PKB_group_Homo sapiens	TERT
PKB_group_Homo sapiens	CHEK1
PKB_group_Homo sapiens	FANCA
PKB_group_Homo sapiens	FOXO3
PKB_group_Homo sapiens	NUAK1
PKB_group_Homo sapiens	PFKFB2
PKB_group_Homo sapiens	ADRB2
PKB_group_Homo sapiens	AR
PKB_group_Homo sapiens	NCF1
PKB_group_Homo sapiens	BRAF
PKB_group_Homo sapiens	GATA1
PKB_group_Homo sapiens	PTPN1
PKB_group_Homo sapiens	S1PR1
PKB_group_Homo sapiens	NR4A1
PKB_group_Homo sapiens	NOS3
PKB_group_Homo sapiens	PRKAR2B
PKB_group_Homo sapiens	BRCA1
PKB_group_Homo sapiens	CDKN1A
PKB_group_Homo sapiens	MAP3K8
PKB_group_Homo sapiens	MTOR
PKB_group_Homo sapiens	HTT
PKB_group_Homo sapiens	MAP2K4
PKB_group_Homo sapiens	CDKN1B
PKB_group_Homo sapiens	YAP1
PKB_group_Homo sapiens	TSC2
PKB_group_Homo sapiens	GSK3A
PKB_group_Homo sapiens	IRAK1
PKB_group_Homo sapiens	ATXN1
PKB_group_Homo sapiens	CASP9
PKB_group_Homo sapiens	RAC1
PKB_group_Homo sapiens	YWHAZ
PKB_group_Homo sapiens	XIAP
PKB_group_Homo sapiens	FOXO4
PKB_group_Homo sapiens	MDM2
PKB_group_Homo sapiens	MST1R
PKB_group_Homo sapiens	ZFP36L1
PKB_group_Homo sapiens	EP300
PKB_group_Homo sapiens	AHNAK
PKB_group_Homo sapiens	FOXO1
PKB_group_Homo sapiens	ACAP1
PKB_group_Homo sapiens	PEA15
PKB_group_Homo sapiens	MAP3K11
PKB_group_Homo sapiens	PDCD4
PKB_group_Homo sapiens	BAD
PKB_group_Homo sapiens	AKT1S1
PKB_group_Homo sapiens	MAP3K5
PKB_group_Homo sapiens	WNK1
PKB_group_Homo sapiens	GAB2
PKB_group_Homo sapiens	PIKFYVE
ATM_Homo sapiens	CHEK1
ATM_Homo sapiens	NBN
ATM_Homo sapiens	RAD17
ATM_Homo sapiens	NFAT5
ATM_Homo sapiens	CHEK2
ATM_Homo sapiens	TP53
ATM_Homo sapiens	SP1
ATM_Homo sapiens	ATF2
ATM_Homo sapiens	RPA2
ATM_Homo sapiens	H2AFX
ATM_Homo sapiens	CREB1
ATM_Homo sapiens	MCM3
ATM_Homo sapiens	BRCA1
ATM_Homo sapiens	PPP1R2
ATM_Homo sapiens	LIG4
ATM_Homo sapiens	BLM
ATM_Homo sapiens	TERF1
ATM_Homo sapiens	MDM2
ATM_Homo sapiens	E2F1
ATM_Homo sapiens	TP53BP1
ATM_Homo sapiens	TRIM28
ATM_Homo sapiens	ATM
ATM_Homo sapiens	EIF4EBP1
ATM_Homo sapiens	WRN
ATM_Homo sapiens	SMC1A
ATM_Homo sapiens	USP10
ATM_Homo sapiens	STK11
ATM_Homo sapiens	FBXO31
ATM_Homo sapiens	RFWD3
ATM_Homo sapiens	SIAH1
ATM_Homo sapiens	APLF
ATM_Homo sapiens	DYRK2
ATM_Homo sapiens	RAD50
ATM_Homo sapiens	DCLRE1C
ATM_Homo sapiens	RAD9A
ATM_Homo sapiens	RBBP8
ATM_Homo sapiens	NABP2
ATM_Homo sapiens	FANCD2
ATM_Homo sapiens	TAOK3
ATM_Homo sapiens	CEP164
ATM_Homo sapiens	TBL2
ATM_Homo sapiens	IKBKG
FYN_Homo sapiens	CD300LB
FYN_Homo sapiens	ARHGAP33
FYN_Homo sapiens	FYB
FYN_Homo sapiens	TGFB1I1
FYN_Homo sapiens	CTNND1
FYN_Homo sapiens	TOM1L1
FYN_Homo sapiens	CD5
FYN_Homo sapiens	FYN
FYN_Homo sapiens	PTPRF
FYN_Homo sapiens	CD79A
FYN_Homo sapiens	JUP
FYN_Homo sapiens	CTLA4
FYN_Homo sapiens	PLCG2
FYN_Homo sapiens	MAG
FYN_Homo sapiens	CBL
FYN_Homo sapiens	ACP1
FYN_Homo sapiens	SHC1
FYN_Homo sapiens	NMT1
FYN_Homo sapiens	CTNNB1
FYN_Homo sapiens	SNCA
FYN_Homo sapiens	CD79B
FYN_Homo sapiens	TXK
FYN_Homo sapiens	WAS
FYN_Homo sapiens	CNN1
FYN_Homo sapiens	CDK5
FYN_Homo sapiens	TNK2
FYN_Homo sapiens	GRIN2B
FYN_Homo sapiens	SLAMF1
FYN_Homo sapiens	GRB10
FYN_Homo sapiens	ITPR1
FYN_Homo sapiens	CNN3
FYN_Homo sapiens	DPYSL2
FYN_Homo sapiens	SKAP1
FYN_Homo sapiens	ITCH
FYN_Homo sapiens	PAG1
FYN_Homo sapiens	TRPC4
MAPK_group_Homo sapiens	MITF
MAPK_group_Homo sapiens	FOS
MAPK_group_Homo sapiens	ESR1
MAPK_group_Homo sapiens	NR3C1
MAPK_group_Homo sapiens	TP53
MAPK_group_Homo sapiens	KRT8
MAPK_group_Homo sapiens	PGR
MAPK_group_Homo sapiens	MYB
MAPK_group_Homo sapiens	BCL2
MAPK_group_Homo sapiens	CCNB1
MAPK_group_Homo sapiens	ETS1
MAPK_group_Homo sapiens	TCF3
MAPK_group_Homo sapiens	STMN1
MAPK_group_Homo sapiens	CEBPB
MAPK_group_Homo sapiens	RXRA
MAPK_group_Homo sapiens	GRK2
MAPK_group_Homo sapiens	CDKN1A
MAPK_group_Homo sapiens	LIFR
MAPK_group_Homo sapiens	PLA2G4A
MAPK_group_Homo sapiens	NR2C2
MAPK_group_Homo sapiens	MAPKAPK2
MAPK_group_Homo sapiens	RCAN1
MAPK_group_Homo sapiens	PTPN5
MAPK_group_Homo sapiens	HIST1H3J
MAPK_group_Homo sapiens	SMAD3
MAPK_group_Homo sapiens	HSF1
MAPK_group_Homo sapiens	MEF2A
MAPK_group_Homo sapiens	MEF2C
