id	targets	type
JUN		target
KAT5		target
KCNC4		target
KCNH2		target
KHDRBS1		target
KIF11		target
KIF1C		target
KIF22		target
KIT		target
KLF1		target
KLF5		target
KRT18		target
KRT8		target
L1CAM		target
LASP1		target
LATS1		target
LBR		target
LCP1		target
LIG1		target
LIPE		target
LMNA		target
LMNB1		target
LRP1		target
MAP2K1		target
MAP4		target
MAPT		target
MARCKS		target
MARK2		target
MAX		target
MAZ		target
MC4R		target
MEF2C		target
MEP1B		target
MET		target
MIP		target
MPLKIP		target
MS4A1		target
MSN		target
MYB		target
MYBPC3		target
MYCN		target
MYF5		target
MYH9		target
MYLK		target
MYOD1		target
MYOM1		target
NCF1		target
NCF4		target
NEDD4L		target
NF2		target
NFATC1		target
NFE2L1		target
NFE2L2		target
NFKB1		target
NFKBIA		target
NGFR		target
NOLC1		target
NOS3		target
NPM1		target
NPR1		target
NRGN		target
NSFL1C		target
OCLN		target
OPRD1		target
ORC1		target
PACS1		target
PAH		target
PAM		target
PBK		target
PDE3B		target
PDE4B		target
PDE5A		target
PEA15		target
PEBP1		target
PFKL		target
PGR		target
PIK3C2A		target
PIN1		target
PIN4		target
PITPNA		target
PITPNM1		target
PLAU		target
PLCB1		target
PLCB3		target
PLCG1		target
PLD2		target
PLEC		target
PLEK		target
PLN		target
POLR2F		target
POU2F1		target
PPP1CA		target
PPP1R14A		target
PPP1R14D		target
PPP1R2		target
PPP1R3A		target
PPP1R8		target
PPP1R9B		target
PRDX1		target
PRKAR2A		target
PRKAR2B		target
PRKCA		target
PRKD1		target
PRKG1		target
PSEN1		target
PSEN2		target
PSMA3		target
PTBP1		target
PTEN		target
PTGER4		target
PTGIR		target
PTHLH		target
PTMA		target
PTPN1		target
PTPN12		target
PTPN6		target
PTPN7		target
PTPRC		target
PTTG1		target
RAB5B		target
RAD9A		target
RAF1		target
RANGAP1		target
RAP1A		target
RAP1B		target
RAP1GAP		target
RELA		target
RGS10		target
RGS14		target
RGS19		target
RGS7		target
RHOA		target
RNF7		target
RPA2		target
RPS6KB1		target
RPS6KB2		target
RPTOR		target
RRAD		target
RRM2		target
RYR2		target
SAT1		target
SDC2		target
SGK1		target
SH3BP2		target
SI		target
SIRT2		target
SLC18A2		target
SLC2A2		target
SLC4A4		target
SLC9A3R1		target
SNAP23		target
SOX9		target
SP1		target
SPIB		target
SPN		target
SRC		target
SREBF1		target
SRF		target
SSB		target
STK24		target
STMN1		target
STOM		target
STX1A		target
SUB1		target
SUN2		target
SYN2		target
SYN3		target
TACSTD2		target
TAGLN		target
TAL1		target
TCF7L2		target
TFRC		target
TH		target
THOC5		target
THOP1		target
TK1		target
TNF		target
TNNI3		target
TOP2A		target
TPH1		target
TRPC3		target
TRPV6		target
TSC1		target
UBA1		target
UBE2A		target
VAMP4		target
VASP		target
VCL		target
VDR		target
VIM		target
VPS72		target
VTN		target
WEE1		target
WT1		target
XK		target
YWHAZ		target
