source	target
PKC_group_Homo sapiens	CANX
PKC_group_Homo sapiens	MARCKS
PKC_group_Homo sapiens	BDKRB2
PKC_group_Homo sapiens	MYH9
PKC_group_Homo sapiens	GABRB2
PKC_group_Homo sapiens	PTPN12
PKC_group_Homo sapiens	GRIN1
PKC_group_Homo sapiens	PEA15
PKC_group_Homo sapiens	CREBBP
PKC_group_Homo sapiens	PTPN1
PKC_group_Homo sapiens	DDX5
PKC_group_Homo sapiens	ITGB2
PKC_group_Homo sapiens	HAND1
PKC_group_Homo sapiens	HMGN1
PKC_group_Homo sapiens	KRT18
PKC_group_Homo sapiens	ASGR2
PKC_group_Homo sapiens	GJB1
PKC_group_Homo sapiens	PTPRC
PKC_group_Homo sapiens	ADRA2A
PKC_group_Homo sapiens	CNP
PKC_group_Homo sapiens	F3
PKC_group_Homo sapiens	GFAP
PKC_group_Homo sapiens	CD44
PKC_group_Homo sapiens	PAM
PKC_group_Homo sapiens	GNAZ
PKC_group_Homo sapiens	ITPKA
PKC_group_Homo sapiens	HLA-A
PKC_group_Homo sapiens	GNA15
PKC_group_Homo sapiens	PTGER4
PKC_group_Homo sapiens	ADD2
PKC_group_Homo sapiens	OPRD1
PKC_group_Homo sapiens	CASR
PKC_group_Homo sapiens	GRIA1
PKC_group_Homo sapiens	GRIA4
PKC_group_Homo sapiens	RGS19
PKC_group_Homo sapiens	GSK3A
PKC_group_Homo sapiens	XK
PKC_group_Homo sapiens	DAB2
PKC_group_Homo sapiens	EWSR1
PKC_group_Homo sapiens	TAGLN
PKC_group_Homo sapiens	APLP2
PKC_group_Homo sapiens	GRM1
PKC_group_Homo sapiens	KLF5
PKC_group_Homo sapiens	HES1
PKC_group_Homo sapiens	NCF4
PKC_group_Homo sapiens	PRKD1
PKC_group_Homo sapiens	CYTH1
PKC_group_Homo sapiens	VPS72
PKC_group_Homo sapiens	NFE2L2
PKC_group_Homo sapiens	OCLN
PKC_group_Homo sapiens	FSCN1
PKC_group_Homo sapiens	MEP1B
PKC_group_Homo sapiens	NRGN
PKC_group_Homo sapiens	CYTH2
PKC_group_Homo sapiens	PLCB1
PKC_group_Homo sapiens	ADD3
PKC_group_Homo sapiens	HSPB8
PKC_group_Homo sapiens	SDC2
PKC_group_Homo sapiens	AQP1
CDK1_Homo sapiens	BIRC5
CDK1_Homo sapiens	EGFR
CDK1_Homo sapiens	TK1
CDK1_Homo sapiens	KRT8
CDK1_Homo sapiens	NPM1
CDK1_Homo sapiens	PPP1CA
CDK1_Homo sapiens	VIM
CDK1_Homo sapiens	TOP2A
CDK1_Homo sapiens	CSNK2B
CDK1_Homo sapiens	MYOD1
CDK1_Homo sapiens	RPA2
CDK1_Homo sapiens	CSNK2A1
CDK1_Homo sapiens	RPS6KB1
CDK1_Homo sapiens	CDC25A
CDK1_Homo sapiens	CDC25B
CDK1_Homo sapiens	CDC25C
CDK1_Homo sapiens	CUX1
CDK1_Homo sapiens	CASP9
CDK1_Homo sapiens	E2F1
CDK1_Homo sapiens	MAP2K1
CDK1_Homo sapiens	KHDRBS1
CDK1_Homo sapiens	KAT5
CDK1_Homo sapiens	CHEK1
CDK1_Homo sapiens	KIF11
CDK1_Homo sapiens	PTPN1
CDK1_Homo sapiens	RAD9A
CDK1_Homo sapiens	HMGA1
CDK1_Homo sapiens	PTTG1
CDK1_Homo sapiens	PTHLH
CDK1_Homo sapiens	UBA1
CDK1_Homo sapiens	MAP4
CDK1_Homo sapiens	RRM2
CDK1_Homo sapiens	RAB5B
CDK1_Homo sapiens	SREBF1
CDK1_Homo sapiens	FEN1
CDK1_Homo sapiens	RAP1GAP
CDK1_Homo sapiens	UBE2A
CDK1_Homo sapiens	HMGA2
CDK1_Homo sapiens	APLP2
CDK1_Homo sapiens	GOLGA2
CDK1_Homo sapiens	ORC1
CDK1_Homo sapiens	KIF22
CDK1_Homo sapiens	PLEC
CDK1_Homo sapiens	EPN1
CDK1_Homo sapiens	DDX3X
CDK1_Homo sapiens	RPTOR
CDK1_Homo sapiens	PITPNM1
CDK1_Homo sapiens	WEE1
CDK1_Homo sapiens	RANGAP1
CDK1_Homo sapiens	ESPL1
CDK1_Homo sapiens	CDC23
CDK1_Homo sapiens	ANAPC1
CDK1_Homo sapiens	CDC27
CDK1_Homo sapiens	TSC1
CDK1_Homo sapiens	PRDX1
CDK1_Homo sapiens	ECT2
CDK1_Homo sapiens	LATS1
CDK1_Homo sapiens	NSFL1C
CDK1_Homo sapiens	LBR
CDK1_Homo sapiens	SYN3
CDK1_Homo sapiens	PBK
CDK1_Homo sapiens	FANCG
CDK1_Homo sapiens	PIK3C2A
CDK1_Homo sapiens	CEP55
CDK1_Homo sapiens	MPLKIP
CDK1_Homo sapiens	IREB2
CDK1_Homo sapiens	SIRT2
PKC_alpha_Homo sapiens	EGFR
PKC_alpha_Homo sapiens	TFRC
PKC_alpha_Homo sapiens	ANXA1
PKC_alpha_Homo sapiens	INSR
PKC_alpha_Homo sapiens	ANXA2
PKC_alpha_Homo sapiens	PLEK
PKC_alpha_Homo sapiens	SRF
PKC_alpha_Homo sapiens	CFTR
PKC_alpha_Homo sapiens	NCF1
PKC_alpha_Homo sapiens	VCL
PKC_alpha_Homo sapiens	PLCG1
PKC_alpha_Homo sapiens	MARCKS
PKC_alpha_Homo sapiens	BDKRB2
PKC_alpha_Homo sapiens	MYH9
PKC_alpha_Homo sapiens	CDKN1A
PKC_alpha_Homo sapiens	PSEN1
PKC_alpha_Homo sapiens	RGS7
PKC_alpha_Homo sapiens	SH3BP2
PKC_alpha_Homo sapiens	PTPN12
PKC_alpha_Homo sapiens	EP300
PKC_alpha_Homo sapiens	GRK2
PKC_alpha_Homo sapiens	CD5
PKC_alpha_Homo sapiens	KIT
PKC_alpha_Homo sapiens	PTPN1
PKC_alpha_Homo sapiens	PRKCA
PKC_alpha_Homo sapiens	ITGB2
PKC_alpha_Homo sapiens	PLD2
PKC_alpha_Homo sapiens	SNAP23
PKC_alpha_Homo sapiens	SLC9A3R1
PKC_alpha_Homo sapiens	CD44
PKC_alpha_Homo sapiens	GNAZ
PKC_alpha_Homo sapiens	C5AR1
PKC_alpha_Homo sapiens	PTPN6
PKC_alpha_Homo sapiens	ADD1
PKC_alpha_Homo sapiens	ADD2
PKC_alpha_Homo sapiens	AHR
PKC_alpha_Homo sapiens	CASR
PKC_alpha_Homo sapiens	GRIA1
PKC_alpha_Homo sapiens	GPM6A
PKC_alpha_Homo sapiens	NCF4
PKC_alpha_Homo sapiens	PRKD1
PKC_alpha_Homo sapiens	CYTH2
PKC_alpha_Homo sapiens	TRPV6
PKC_alpha_Homo sapiens	MARK2
PKC_alpha_Homo sapiens	PPP1R14A
PKC_alpha_Homo sapiens	GMFB
PKC_alpha_Homo sapiens	RPS6KB2
PKC_alpha_Homo sapiens	PRKG1
PKC_alpha_Homo sapiens	ACO1
PKC_alpha_Homo sapiens	GRIN2B
PKC_alpha_Homo sapiens	SPN
PKC_alpha_Homo sapiens	DGKD
PKC_alpha_Homo sapiens	HRH1
PKC_alpha_Homo sapiens	THOC5
PKC_alpha_Homo sapiens	PITPNA
PKC_alpha_Homo sapiens	PEBP1
PKC_alpha_Homo sapiens	PTGIR
PKC_alpha_Homo sapiens	FGF2
PKC_alpha_Homo sapiens	ITGB4
PKC_alpha_Homo sapiens	EIF6
PKC_alpha_Homo sapiens	TRPC3
PKC_alpha_Homo sapiens	PPP1R14D
PKC_alpha_Homo sapiens	TACSTD2
PKC_alpha_Homo sapiens	CD226
PKC_alpha_Homo sapiens	BNC1
PKC_alpha_Homo sapiens	PLAU
PKC_alpha_Homo sapiens	KCNC4
