source	target
PRKACA_Homo sapiens	STK11
PRKACA_Homo sapiens	NOLC1
PRKACA_Homo sapiens	HAND1
PRKACA_Homo sapiens	CFTR
PRKACA_Homo sapiens	RGS14
PRKACA_Homo sapiens	MAP3K3
PRKACA_Homo sapiens	PPP1R8
PRKACA_Homo sapiens	AURKA
PRKACA_Homo sapiens	PTPRR
PRKACA_Homo sapiens	RGS10
PRKACA_Homo sapiens	ACCN2
PRKACA_Homo sapiens	CLDN3
PRKACA_Homo sapiens	CACNG2
PRKACA_Homo sapiens	BAD
PRKACA_Homo sapiens	CETN1
PRKACA_Homo sapiens	PPP1R9B
PRKACA_Homo sapiens	SLC4A4
PRKACA_Homo sapiens	PPP1R1B
PRKACA_Homo sapiens	GNA13
PRKACA_Homo sapiens	GSK3B
PRKACA_Homo sapiens	NDRG1
PRKACA_Homo sapiens	GNMT
PRKACA_Homo sapiens	GSK3A
PRKACA_Homo sapiens	SNAPIN
PRKACA_Homo sapiens	WT1
PRKACA_Homo sapiens	CAD
PRKACA_Homo sapiens	C7orf16
PRKACA_Homo sapiens	KLF1
PRKACA_Homo sapiens	RASGRF1
PRKACA_Homo sapiens	EEF2K
PRKACA_Homo sapiens	DNAJC5
PRKACA_Homo sapiens	GJA5
PRKACA_Homo sapiens	STMN2
PRKACA_Homo sapiens	KCNJ12
PRKACA_Homo sapiens	GABRR1
CSNK2A1_Homo sapiens	APEX1
CSNK2A1_Homo sapiens	ARRB2
CSNK2A1_Homo sapiens	MS4A1
CSNK2A1_Homo sapiens	BRCA1
CSNK2A1_Homo sapiens	CASQ2
CSNK2A1_Homo sapiens	CTNNB1
CSNK2A1_Homo sapiens	CDK1
CSNK2A1_Homo sapiens	CDC25B
CSNK2A1_Homo sapiens	CLTB
CSNK2A1_Homo sapiens	ATF1
CSNK2A1_Homo sapiens	CREM
CSNK2A1_Homo sapiens	ARNT
CSNK2A1_Homo sapiens	DDIT3
CSNK2A1_Homo sapiens	LIG1
CSNK2A1_Homo sapiens	TOP2A
CSNK2A1_Homo sapiens	EGR1
CSNK2A1_Homo sapiens	GYS1
CSNK2A1_Homo sapiens	HSP90AA1
CSNK2A1_Homo sapiens	HSF1
CSNK2A1_Homo sapiens	HMOX2
CSNK2A1_Homo sapiens	HOXB7
CSNK2A1_Homo sapiens	IGFBP3
CSNK2A1_Homo sapiens	IRS1
CSNK2A1_Homo sapiens	IFI16
CSNK2A1_Homo sapiens	STMN1
CSNK2A1_Homo sapiens	PTPRC
CSNK2A1_Homo sapiens	CD5
CSNK2A1_Homo sapiens	LGALS3
CSNK2A1_Homo sapiens	MAX
CSNK2A1_Homo sapiens	MYF5
CSNK2A1_Homo sapiens	GAP43
CSNK2A1_Homo sapiens	SNCA
CSNK2A1_Homo sapiens	NFKBIA
CSNK2A1_Homo sapiens	RELA
CSNK2A1_Homo sapiens	HNRNPC
CSNK2A1_Homo sapiens	MYCN
CSNK2A1_Homo sapiens	JUN
CSNK2A1_Homo sapiens	SPP1
CSNK2A1_Homo sapiens	GPI
CSNK2A1_Homo sapiens	PSMA3
CSNK2A1_Homo sapiens	PTPN1
CSNK2A1_Homo sapiens	RRAD
CSNK2A1_Homo sapiens	SPTBN1
CSNK2A1_Homo sapiens	STX1A
CSNK2A1_Homo sapiens	SP1
CSNK2A1_Homo sapiens	MYB
CSNK2A1_Homo sapiens	MYC
CSNK2A1_Homo sapiens	TP53
CSNK2A1_Homo sapiens	CDH1
CSNK2A1_Homo sapiens	SLC18A2
CSNK2A1_Homo sapiens	VTN
CSNK2A1_Homo sapiens	XRCC1
CSNK2A1_Homo sapiens	ACACA
CSNK2A1_Homo sapiens	C1R
CSNK2A1_Homo sapiens	F5
CSNK2A1_Homo sapiens	PIN4
CSNK2A1_Homo sapiens	WAS
CSNK2A1_Homo sapiens	L1CAM
CSNK2A1_Homo sapiens	SHOX
CSNK2A1_Homo sapiens	SAT1
CSNK2A1_Homo sapiens	AQP4
CSNK2A1_Homo sapiens	SUB1
CSNK2A1_Homo sapiens	GTF2A1
CSNK2A1_Homo sapiens	NKX2-5
CSNK2A1_Homo sapiens	SRF
CSNK2A1_Homo sapiens	EEF1B2
CSNK2A1_Homo sapiens	MEF2C
CSNK2A1_Homo sapiens	HMGA1
CSNK2A1_Homo sapiens	PSEN2
CSNK2A1_Homo sapiens	MAZ
CSNK2A1_Homo sapiens	CAV1
CSNK2A1_Homo sapiens	HDAC1
CSNK2A1_Homo sapiens	HCLS1
CSNK2A1_Homo sapiens	EIF5
CSNK2A1_Homo sapiens	GMFB
CSNK2A1_Homo sapiens	PTEN
CSNK2A1_Homo sapiens	VDR
CSNK2A1_Homo sapiens	PPP1R2
CSNK2A1_Homo sapiens	BID
CSNK2A1_Homo sapiens	EIF4EBP1
CSNK2A1_Homo sapiens	TCF7L2
CSNK2A1_Homo sapiens	RANGAP1
CSNK2A1_Homo sapiens	PPP1R8
CSNK2A1_Homo sapiens	IL16
CSNK2A1_Homo sapiens	KIF1C
CSNK2A1_Homo sapiens	HIF1A
CSNK2A1_Homo sapiens	EIF2S2
CSNK2A1_Homo sapiens	EIF2B5
CSNK2A1_Homo sapiens	SSRP1
CSNK2A1_Homo sapiens	PPP1R1B
CSNK2A1_Homo sapiens	FAF1
CSNK2A1_Homo sapiens	CTDP1
CSNK2A1_Homo sapiens	CDC37
CSNK2A1_Homo sapiens	RGS19
CSNK2A1_Homo sapiens	HDAC2
CSNK2A1_Homo sapiens	NOL3
CSNK2A1_Homo sapiens	GTF2A1L
CSNK2A1_Homo sapiens	SPIB
CSNK2A1_Homo sapiens	VAMP4
CSNK2A1_Homo sapiens	PACS1
CSNK2A1_Homo sapiens	PGR
CSNK2A1_Homo sapiens	HDAC3
CSNK2A1_Homo sapiens	ERH
CSNK2A1_Homo sapiens	HSPH1
CSNK2A1_Homo sapiens	AIP
CSNK2A1_Homo sapiens	ACCN3
CSNK2A1_Homo sapiens	HES6
CSNK2A1_Homo sapiens	FKBP4
CSNK2A1_Homo sapiens	TSPY1
CSNK2A1_Homo sapiens	F11R
CSNK2A1_Homo sapiens	UBE2R2
CSNK2A1_Homo sapiens	GABRR1
PRKCA_Homo sapiens	ADRA1B
PRKCA_Homo sapiens	APLP2
PRKCA_Homo sapiens	ATP2B1
PRKCA_Homo sapiens	ATP2B2
PRKCA_Homo sapiens	ADRBK1
PRKCA_Homo sapiens	GJA1
PRKCA_Homo sapiens	CREM
PRKCA_Homo sapiens	EZR
PRKCA_Homo sapiens	TOP2A
PRKCA_Homo sapiens	EIF4E
PRKCA_Homo sapiens	EWSR1
PRKCA_Homo sapiens	GABRG2
PRKCA_Homo sapiens	GFAP
PRKCA_Homo sapiens	GRIA4
PRKCA_Homo sapiens	GRIA1
PRKCA_Homo sapiens	GRIN2B
PRKCA_Homo sapiens	GRIN2A
PRKCA_Homo sapiens	GFPT1
PRKCA_Homo sapiens	GNA15
PRKCA_Homo sapiens	HES1
PRKCA_Homo sapiens	SDC2
PRKCA_Homo sapiens	HLA-A
PRKCA_Homo sapiens	ITPKA
PRKCA_Homo sapiens	INSR
PRKCA_Homo sapiens	KRT18
PRKCA_Homo sapiens	LMNA
PRKCA_Homo sapiens	BCL2
PRKCA_Homo sapiens	ANXA2
PRKCA_Homo sapiens	CD5
PRKCA_Homo sapiens	LCK
PRKCA_Homo sapiens	MBP
PRKCA_Homo sapiens	MYOD1
PRKCA_Homo sapiens	NOS1
PRKCA_Homo sapiens	HMGN2
PRKCA_Homo sapiens	HMGN1
PRKCA_Homo sapiens	RAF1
PRKCA_Homo sapiens	KIT
PRKCA_Homo sapiens	OPRD1
PRKCA_Homo sapiens	CBL
PRKCA_Homo sapiens	SPP1
PRKCA_Homo sapiens	PAM
PRKCA_Homo sapiens	PFKFB2
PRKCA_Homo sapiens	KCNE1
PRKCA_Homo sapiens	PTPN11
PRKCA_Homo sapiens	PTPN6
PRKCA_Homo sapiens	RRAD
PRKCA_Homo sapiens	RHO
PRKCA_Homo sapiens	DDX5
PRKCA_Homo sapiens	SRC
PRKCA_Homo sapiens	TNNT2
PRKCA_Homo sapiens	TP53
PRKCA_Homo sapiens	VIM
PRKCA_Homo sapiens	VCL
PRKCA_Homo sapiens	VTN
PRKCA_Homo sapiens	GJB1
PRKCA_Homo sapiens	RPL10
PRKCA_Homo sapiens	ITGB2
PRKCA_Homo sapiens	PTPN12
PRKCA_Homo sapiens	SNAP25
PRKCA_Homo sapiens	NFATC1
PRKCA_Homo sapiens	DLX3
PRKCA_Homo sapiens	SHC1
PRKCA_Homo sapiens	SLC6A9
PRKCA_Homo sapiens	CASR
PRKCA_Homo sapiens	GPM6A
PRKCA_Homo sapiens	DGKZ
PRKCA_Homo sapiens	ADD3
PRKCA_Homo sapiens	GMFB
PRKCA_Homo sapiens	DGKD
PRKCA_Homo sapiens	PA2G4
PRKCA_Homo sapiens	KCNQ2
PRKCA_Homo sapiens	NRGN
PRKCA_Homo sapiens	DNM1
PRKCA_Homo sapiens	PLD1
PRKCA_Homo sapiens	HAND1
PRKCA_Homo sapiens	CFTR
PRKCA_Homo sapiens	CYTH2
PRKCA_Homo sapiens	RGS7
PRKCA_Homo sapiens	SNAP23
PRKCA_Homo sapiens	OCLN
PRKCA_Homo sapiens	STXBP1
PRKCA_Homo sapiens	SPAG1
PRKCA_Homo sapiens	PEA15
PRKCA_Homo sapiens	GRIA2
PRKCA_Homo sapiens	GRM5
PRKCA_Homo sapiens	GRM1
PRKCA_Homo sapiens	RGS19
PRKCA_Homo sapiens	CD163
PRKCA_Homo sapiens	TRPV6
PRKCA_Homo sapiens	GSK3A
PRKCA_Homo sapiens	PLCB1
PRKCA_Homo sapiens	HSPB8
PRKCA_Homo sapiens	PEBP1
PRKCA_Homo sapiens	CHAT
PRKCA_Homo sapiens	MARCKS
PRKCA_Homo sapiens	SDC4
PRKCA_Homo sapiens	PRKG1
PRKCA_Homo sapiens	PTGIR
PRKCA_Homo sapiens	RALBP1
PRKCA_Homo sapiens	EDF1
PRKCA_Homo sapiens	ADAP1
PRKCA_Homo sapiens	TNNI3
PRKCA_Homo sapiens	F11R
PRKCA_Homo sapiens	HABP4
PRKCA_Homo sapiens	GABRR1
PRKCA_Homo sapiens	TRPC3
PRKCA_Homo sapiens	PPP1R14A
PRKCA_Homo sapiens	THOC5
PRKCA_Homo sapiens	CORO1B
MAPK1_Homo sapiens	STAT3
MAPK1_Homo sapiens	CD19
MAPK1_Homo sapiens	SLC9A1
MAPK1_Homo sapiens	ARRB1
MAPK1_Homo sapiens	GJA1
MAPK1_Homo sapiens	ESR1
MAPK1_Homo sapiens	NR3C1
MAPK1_Homo sapiens	NR4A1
MAPK1_Homo sapiens	TCF3
MAPK1_Homo sapiens	IRS1
MAPK1_Homo sapiens	KRT8
MAPK1_Homo sapiens	BCL2
MAPK1_Homo sapiens	LIFR
MAPK1_Homo sapiens	LIPE
MAPK1_Homo sapiens	LCK
MAPK1_Homo sapiens	MAPT
MAPK1_Homo sapiens	MBP
MAPK1_Homo sapiens	NEFH
MAPK1_Homo sapiens	RAF1
MAPK1_Homo sapiens	FOS
MAPK1_Homo sapiens	PPARA
MAPK1_Homo sapiens	MAP2K1
MAPK1_Homo sapiens	PTPN7
MAPK1_Homo sapiens	MAPK1
MAPK1_Homo sapiens	RXRA
MAPK1_Homo sapiens	SOS1
MAPK1_Homo sapiens	SREBF1
MAPK1_Homo sapiens	NR5A1
MAPK1_Homo sapiens	SP1
MAPK1_Homo sapiens	CEBPB
MAPK1_Homo sapiens	MYB
MAPK1_Homo sapiens	ZFP36
MAPK1_Homo sapiens	TSC2
MAPK1_Homo sapiens	TP53
MAPK1_Homo sapiens	TNFRSF1A
MAPK1_Homo sapiens	ELK1
MAPK1_Homo sapiens	AR
MAPK1_Homo sapiens	UBTF
MAPK1_Homo sapiens	DUSP1
MAPK1_Homo sapiens	SCNN1G
MAPK1_Homo sapiens	DAPK1
MAPK1_Homo sapiens	SMAD4
MAPK1_Homo sapiens	SMAD2
MAPK1_Homo sapiens	PPARG
MAPK1_Homo sapiens	GRB10
MAPK1_Homo sapiens	SMAD1
MAPK1_Homo sapiens	RPS6KA1
MAPK1_Homo sapiens	EIF4EBP1
MAPK1_Homo sapiens	CASP9
MAPK1_Homo sapiens	KHDRBS1
MAPK1_Homo sapiens	PAK1
MAPK1_Homo sapiens	NCOA1
MAPK1_Homo sapiens	DUSP6
MAPK1_Homo sapiens	PTPRR
MAPK1_Homo sapiens	IER3
MAPK1_Homo sapiens	SMAD3
MAPK1_Homo sapiens	PPP1R9B
MAPK1_Homo sapiens	GAB1
MAPK1_Homo sapiens	RGS19
MAPK1_Homo sapiens	GAB2
MAPK1_Homo sapiens	CAD
MAPK1_Homo sapiens	RPS6KA5
MAPK1_Homo sapiens	GORASP2
MAPK1_Homo sapiens	MCL1
MAPK1_Homo sapiens	TOB1
MAPK1_Homo sapiens	DUSP16
MAPK1_Homo sapiens	ERF
MAPK1_Homo sapiens	CEP55
MAPK1_Homo sapiens	MAFA
MAPK1_Homo sapiens	NDE1
MAPK1_Homo sapiens	GABRR1
MAPK1_Homo sapiens	KSR1
CDK1_Homo sapiens	APLP2
CDK1_Homo sapiens	CALD1
CDK1_Homo sapiens	CSNK2A1
CDK1_Homo sapiens	CSNK2B
CDK1_Homo sapiens	CUX1
CDK1_Homo sapiens	CDK1
CDK1_Homo sapiens	CDC25A
CDK1_Homo sapiens	CDC25B
CDK1_Homo sapiens	CREM
CDK1_Homo sapiens	TOP2A
CDK1_Homo sapiens	EEF1D
CDK1_Homo sapiens	GFAP
CDK1_Homo sapiens	HIST1H1A
CDK1_Homo sapiens	ITPR1
CDK1_Homo sapiens	KRT18
CDK1_Homo sapiens	KIF11
CDK1_Homo sapiens	LMNA
CDK1_Homo sapiens	LMNB1
CDK1_Homo sapiens	STMN1
CDK1_Homo sapiens	MAP4
CDK1_Homo sapiens	MAPT
CDK1_Homo sapiens	CDC25C
CDK1_Homo sapiens	NPM1
CDK1_Homo sapiens	PTPN1
CDK1_Homo sapiens	RAB4A
CDK1_Homo sapiens	RAB5B
CDK1_Homo sapiens	RCC1
CDK1_Homo sapiens	RPA2
CDK1_Homo sapiens	RB1
CDK1_Homo sapiens	RRM2
CDK1_Homo sapiens	TK1
CDK1_Homo sapiens	E2F1
CDK1_Homo sapiens	ABL1
CDK1_Homo sapiens	VIM
CDK1_Homo sapiens	UBE2A
CDK1_Homo sapiens	UBA1
CDK1_Homo sapiens	RAP1GAP
CDK1_Homo sapiens	FEN1
CDK1_Homo sapiens	AMPH
CDK1_Homo sapiens	MEF2C
CDK1_Homo sapiens	HMGA2
CDK1_Homo sapiens	HMGA1
CDK1_Homo sapiens	DUT
CDK1_Homo sapiens	PLEC1
CDK1_Homo sapiens	KAT5
CDK1_Homo sapiens	TP73
CDK1_Homo sapiens	FOXM1
CDK1_Homo sapiens	BUB1
CDK1_Homo sapiens	KHDRBS1
CDK1_Homo sapiens	GOLGA2
CDK1_Homo sapiens	FANCG
CDK1_Homo sapiens	IL16
CDK1_Homo sapiens	BIRC5
CDK1_Homo sapiens	PTTG1
CDK1_Homo sapiens	RACGAP1
CDK1_Homo sapiens	TSC1
CDK1_Homo sapiens	EPN1
CDK1_Homo sapiens	NUP210
CDK1_Homo sapiens	PTPN2
CDK1_Homo sapiens	STMN2
CDK1_Homo sapiens	NES
CDK1_Homo sapiens	MCM4
CDK1_Homo sapiens	LATS1
CDK1_Homo sapiens	KIF20B
CDK1_Homo sapiens	NSFL1C
CDK1_Homo sapiens	RPS6KB1
CDK1_Homo sapiens	ECT2
CDK1_Homo sapiens	CEP55
CDK1_Homo sapiens	NDE1
CDK1_Homo sapiens	CDK7
CDK1_Homo sapiens	PBK
CDK1_Homo sapiens	C13orf15
SRC_Homo sapiens	STAT3
SRC_Homo sapiens	LRP1
SRC_Homo sapiens	GRB2
SRC_Homo sapiens	ATP2B4
SRC_Homo sapiens	CEACAM1
SRC_Homo sapiens	CTNNB1
SRC_Homo sapiens	GJA1
SRC_Homo sapiens	DAG1
SRC_Homo sapiens	EGFR
SRC_Homo sapiens	ESR1
SRC_Homo sapiens	GRIN2B
SRC_Homo sapiens	GRIN2A
SRC_Homo sapiens	HLA-A
SRC_Homo sapiens	HLA-B
SRC_Homo sapiens	IGF1R
SRC_Homo sapiens	ANXA1
SRC_Homo sapiens	CD33
SRC_Homo sapiens	NFKBIA
SRC_Homo sapiens	AKT1
SRC_Homo sapiens	RAF1
SRC_Homo sapiens	CTTN
SRC_Homo sapiens	KIT
SRC_Homo sapiens	PLCG1
SRC_Homo sapiens	JUP
SRC_Homo sapiens	ITGB3
SRC_Homo sapiens	PTPRA
SRC_Homo sapiens	SPTAN1
SRC_Homo sapiens	TERT
SRC_Homo sapiens	ABL1
SRC_Homo sapiens	SRC
SRC_Homo sapiens	DDR2
SRC_Homo sapiens	VIL1
SRC_Homo sapiens	VCL
SRC_Homo sapiens	PRKCI
SRC_Homo sapiens	BMX
SRC_Homo sapiens	TXK
SRC_Homo sapiens	SHC1
SRC_Homo sapiens	HNRNPK
SRC_Homo sapiens	PTK2
SRC_Homo sapiens	CDKN1B
SRC_Homo sapiens	INPPL1
SRC_Homo sapiens	CTNND1
SRC_Homo sapiens	CAV1
SRC_Homo sapiens	CAV2
SRC_Homo sapiens	CDH5
SRC_Homo sapiens	FHIT
SRC_Homo sapiens	GRB10
SRC_Homo sapiens	GTF2I
SRC_Homo sapiens	DNM1
SRC_Homo sapiens	RGS16
SRC_Homo sapiens	BCAR1
SRC_Homo sapiens	DAB1
SRC_Homo sapiens	STAT5B
SRC_Homo sapiens	MPZL1
SRC_Homo sapiens	DOK2
SRC_Homo sapiens	PAK2
SRC_Homo sapiens	WWOX
SRC_Homo sapiens	PDPK1
SRC_Homo sapiens	GRLF1
SRC_Homo sapiens	PRKD1
SRC_Homo sapiens	DAPP1
SRC_Homo sapiens	PDCD6IP
SRC_Homo sapiens	STAP2
SRC_Homo sapiens	KCNB1
SRC_Homo sapiens	AFAP1
SRC_Homo sapiens	CDCP1
AKT1_Homo sapiens	BRCA1
AKT1_Homo sapiens	CDKN1A
AKT1_Homo sapiens	CREB1
AKT1_Homo sapiens	ESR1
AKT1_Homo sapiens	FOXO1
AKT1_Homo sapiens	GATA2
AKT1_Homo sapiens	NR4A1
AKT1_Homo sapiens	HMOX1
AKT1_Homo sapiens	HTT
AKT1_Homo sapiens	YBX1
AKT1_Homo sapiens	NOS3
AKT1_Homo sapiens	BRAF
AKT1_Homo sapiens	RAF1
AKT1_Homo sapiens	MDM2
AKT1_Homo sapiens	PFKFB2
AKT1_Homo sapiens	ITGB3
AKT1_Homo sapiens	PTPN1
AKT1_Homo sapiens	TERT
AKT1_Homo sapiens	TSC2
AKT1_Homo sapiens	MAP3K8
AKT1_Homo sapiens	FOXO4
AKT1_Homo sapiens	XIAP
AKT1_Homo sapiens	IRAK1
AKT1_Homo sapiens	GATA1
AKT1_Homo sapiens	AR
AKT1_Homo sapiens	MAP3K11
AKT1_Homo sapiens	CHUK
AKT1_Homo sapiens	CDKN1B
AKT1_Homo sapiens	MTOR
AKT1_Homo sapiens	YWHAZ
AKT1_Homo sapiens	MAP2K4
AKT1_Homo sapiens	ATXN1
AKT1_Homo sapiens	EZH2
AKT1_Homo sapiens	PTEN
AKT1_Homo sapiens	S1PR1
AKT1_Homo sapiens	PDE3B
AKT1_Homo sapiens	RAC1
AKT1_Homo sapiens	EIF4EBP1
AKT1_Homo sapiens	CASP9
AKT1_Homo sapiens	MAP3K5
AKT1_Homo sapiens	FOXO3
AKT1_Homo sapiens	EP300
AKT1_Homo sapiens	MDM4
AKT1_Homo sapiens	CHEK1
AKT1_Homo sapiens	BAD
AKT1_Homo sapiens	PEA15
AKT1_Homo sapiens	DLC1
AKT1_Homo sapiens	GSK3B
AKT1_Homo sapiens	GAB2
AKT1_Homo sapiens	GSK3A
AKT1_Homo sapiens	FANCA
AKT1_Homo sapiens	METTL1
AKT1_Homo sapiens	YAP1
AKT1_Homo sapiens	PPARGC1B
AKT1_Homo sapiens	CCDC88A
AKT1_Homo sapiens	AKT1S1
AKT1_Homo sapiens	SH2B2
CSNK2A2_Homo sapiens	ARRB2
CSNK2A2_Homo sapiens	MS4A1
CSNK2A2_Homo sapiens	CASQ2
CSNK2A2_Homo sapiens	CLTB
CSNK2A2_Homo sapiens	CREM
CSNK2A2_Homo sapiens	PTPRC
CSNK2A2_Homo sapiens	LGALS3
CSNK2A2_Homo sapiens	MYF5
CSNK2A2_Homo sapiens	SNCA
CSNK2A2_Homo sapiens	HNRNPC
CSNK2A2_Homo sapiens	MYCN
CSNK2A2_Homo sapiens	SPP1
CSNK2A2_Homo sapiens	PTPN1
CSNK2A2_Homo sapiens	STX1A
CSNK2A2_Homo sapiens	MYC
CSNK2A2_Homo sapiens	SLC18A2
CSNK2A2_Homo sapiens	XRCC1
CSNK2A2_Homo sapiens	ACACA
CSNK2A2_Homo sapiens	PIN4
CSNK2A2_Homo sapiens	WAS
CSNK2A2_Homo sapiens	SAT1
CSNK2A2_Homo sapiens	AQP4
CSNK2A2_Homo sapiens	GTF2A1
CSNK2A2_Homo sapiens	EEF1B2
CSNK2A2_Homo sapiens	HMGA1
CSNK2A2_Homo sapiens	CAV1
CSNK2A2_Homo sapiens	HDAC1
CSNK2A2_Homo sapiens	PTEN
CSNK2A2_Homo sapiens	PPP1R2
CSNK2A2_Homo sapiens	BID
CSNK2A2_Homo sapiens	EIF4EBP1
CSNK2A2_Homo sapiens	TCF7L2
CSNK2A2_Homo sapiens	PPP1R8
CSNK2A2_Homo sapiens	IL16
CSNK2A2_Homo sapiens	KIF1C
CSNK2A2_Homo sapiens	EIF2B5
CSNK2A2_Homo sapiens	PPP1R1B
CSNK2A2_Homo sapiens	CTDP1
CSNK2A2_Homo sapiens	CDC37
CSNK2A2_Homo sapiens	RGS19
CSNK2A2_Homo sapiens	HDAC2
CSNK2A2_Homo sapiens	GTF2A1L
CSNK2A2_Homo sapiens	SPIB
CSNK2A2_Homo sapiens	ERH
CSNK2A2_Homo sapiens	HSPH1
CSNK2A2_Homo sapiens	CABP1
CSNK2A2_Homo sapiens	UBE2R2
PRKCD_Homo sapiens	STAT3
PRKCD_Homo sapiens	ADD1
PRKCD_Homo sapiens	ADD2
PRKCD_Homo sapiens	ADRA2A
PRKCD_Homo sapiens	ADRBK1
PRKCD_Homo sapiens	ADRB2
PRKCD_Homo sapiens	BDKRB2
PRKCD_Homo sapiens	EEF1A1
PRKCD_Homo sapiens	EGFR
PRKCD_Homo sapiens	GNAZ
PRKCD_Homo sapiens	IRS1
PRKCD_Homo sapiens	ITGB7
PRKCD_Homo sapiens	MAPT
PRKCD_Homo sapiens	MUC1
PRKCD_Homo sapiens	OPRD1
PRKCD_Homo sapiens	PTPRA
PRKCD_Homo sapiens	PRKCD
PRKCD_Homo sapiens	CYTH1
PRKCD_Homo sapiens	ITGB2
PRKCD_Homo sapiens	CREBBP
PRKCD_Homo sapiens	MEP1B
PRKCD_Homo sapiens	NFE2L2
PRKCD_Homo sapiens	STAT1
PRKCD_Homo sapiens	IL6ST
PRKCD_Homo sapiens	HNRNPK
PRKCD_Homo sapiens	TAGLN
PRKCD_Homo sapiens	DAB2
PRKCD_Homo sapiens	YWHAZ
PRKCD_Homo sapiens	NCF4
PRKCD_Homo sapiens	FSCN1
PRKCD_Homo sapiens	EP300
PRKCD_Homo sapiens	KLF5
PRKCD_Homo sapiens	EIF2S1
PRKCD_Homo sapiens	GRM5
PRKCD_Homo sapiens	GSK3A
PRKCD_Homo sapiens	PTPN22
PRKCD_Homo sapiens	PLCB1
PRKCD_Homo sapiens	AKT3
PRKCD_Homo sapiens	PEBP1
PRKCD_Homo sapiens	CHAT
PRKCD_Homo sapiens	SDC4
PRKCD_Homo sapiens	PLSCR1
PRKCD_Homo sapiens	KCNJ1
PRKCD_Homo sapiens	HABP4
GSK3B_Homo sapiens	PSEN1
GSK3B_Homo sapiens	APP
GSK3B_Homo sapiens	ACLY
GSK3B_Homo sapiens	CTNNB1
GSK3B_Homo sapiens	CEBPA
GSK3B_Homo sapiens	CREB1
GSK3B_Homo sapiens	CREM
GSK3B_Homo sapiens	CCNE1
GSK3B_Homo sapiens	FOXO1
GSK3B_Homo sapiens	GYS1
GSK3B_Homo sapiens	MITF
GSK3B_Homo sapiens	MAPT
GSK3B_Homo sapiens	MUC1
GSK3B_Homo sapiens	NFKB1
GSK3B_Homo sapiens	CCND1
GSK3B_Homo sapiens	APC
